TIMESTAMP	DEVICE_ID	DEVICE_TYPE	ROOM_NAME	EVENT_TYPE	DESCRIPTION
2025-05-24 17:16:12	9677e469-b2ad-4282-b369-ab191b72063d	LIGHTBULB	Kitchen	DEVICE_ADDED	Device 'Lightbulb' added to room 'Kitchen'
