TIMESTAMP	DEVICE_ID	DEVICE_TYPE	ROOM_NAME	EVENT_TYPE	DESCRIPTION
2025-05-24 18:07:35	53969f64-4b00-4ad5-b6a9-2296611623be	LIGHTBULB	Living room	DEVICE_ADDED	Device 'Lightbulb' added to room 'Living room'
